276,276,LATIN CAPITAL LETTER E WITH BREVE,LATIN CAPITAL LETTER E BREVE,2,1.1
277,277,LATIN SMALL LETTER E WITH BREVE,LATIN SMALL LETTER E BREVE,2,1.1
278,278,LATIN CAPITAL LETTER E WITH DOT ABOVE,LATIN CAPITAL LETTER E DOT,2,1.1
279,279,LATIN SMALL LETTER E WITH DOT ABOVE,LATIN SMALL LETTER E DOT,2,1.1
280,280,LATIN CAPITAL LETTER E WITH OGONEK,LATIN CAPITAL LETTER E OGONEK,2,1.1
281,281,LATIN SMALL LETTER E WITH OGONEK,LATIN SMALL LETTER E OGONEK,2,1.1
282,282,LATIN CAPITAL LETTER E WITH CARON,LATIN CAPITAL LETTER E HACEK,2,1.1
283,283,LATIN SMALL LETTER E WITH CARON,LATIN SMALL LETTER E HACEK,2,1.1
284,284,LATIN CAPITAL LETTER G WITH CIRCUMFLEX,LATIN CAPITAL LETTER G CIRCUMFLEX,2,1.1
285,285,LATIN SMALL LETTER G WITH CIRCUMFLEX,LATIN SMALL LETTER G CIRCUMFLEX,2,1.1
286,286,LATIN CAPITAL LETTER G WITH BREVE,LATIN CAPITAL LETTER G BREVE,2,1.1
287,287,LATIN SMALL LETTER G WITH BREVE,LATIN SMALL LETTER G BREVE,2,1.1
288,288,LATIN CAPITAL LETTER G WITH DOT ABOVE,LATIN CAPITAL LETTER G DOT,2,1.1
289,289,LATIN SMALL LETTER G WITH DOT ABOVE,LATIN SMALL LETTER G DOT,2,1.1
290,290,LATIN CAPITAL LETTER G WITH CEDILLA,LATIN CAPITAL LETTER G CEDILLA,2,1.1
291,291,LATIN SMALL LETTER G WITH CEDILLA,LATIN SMALL LETTER G CEDILLA,2,1.1
292,292,LATIN CAPITAL LETTER H WITH CIRCUMFLEX,LATIN CAPITAL LETTER H CIRCUMFLEX,2,1.1
293,293,LATIN SMALL LETTER H WITH CIRCUMFLEX,LATIN SMALL LETTER H CIRCUMFLEX,2,1.1
294,294,LATIN CAPITAL LETTER H WITH STROKE,LATIN CAPITAL LETTER H BAR,2,1.1
295,295,LATIN SMALL LETTER H WITH STROKE,LATIN SMALL LETTER H BAR,2,1.1
296,296,LATIN CAPITAL LETTER I WITH TILDE,LATIN CAPITAL LETTER I TILDE,2,1.1
297,297,LATIN SMALL LETTER I WITH TILDE,LATIN SMALL LETTER I TILDE,2,1.1
298,298,LATIN CAPITAL LETTER I WITH MACRON,LATIN CAPITAL LETTER I MACRON,2,1.1
299,299,LATIN SMALL LETTER I WITH MACRON,LATIN SMALL LETTER I MACRON,2,1.1
300,300,LATIN CAPITAL LETTER I WITH BREVE,LATIN CAPITAL LETTER I BREVE,2,1.1
301,301,LATIN SMALL LETTER I WITH BREVE,LATIN SMALL LETTER I BREVE,2,1.1
302,302,LATIN CAPITAL LETTER I WITH OGONEK,LATIN CAPITAL LETTER I OGONEK,2,1.1
303,303,LATIN SMALL LETTER I WITH OGONEK,LATIN SMALL LETTER I OGONEK,2,1.1
304,304,LATIN CAPITAL LETTER I WITH DOT ABOVE,LATIN CAPITAL LETTER I DOT,2,1.1
305,305,LATIN SMALL LETTER DOTLESS I,,2,1.1
306,306,LATIN CAPITAL LIGATURE IJ,LATIN CAPITAL LETTER I J,2,1.1
307,307,LATIN SMALL LIGATURE IJ,LATIN SMALL LETTER I J,2,1.1
308,308,LATIN CAPITAL LETTER J WITH CIRCUMFLEX,LATIN CAPITAL LETTER J CIRCUMFLEX,2,1.1
309,309,LATIN SMALL LETTER J WITH CIRCUMFLEX,LATIN SMALL LETTER J CIRCUMFLEX,2,1.1
310,310,LATIN CAPITAL LETTER K WITH CEDILLA,LATIN CAPITAL LETTER K CEDILLA,2,1.1
311,311,LATIN SMALL LETTER K WITH CEDILLA,LATIN SMALL LETTER K CEDILLA,2,1.1
312,312,LATIN SMALL LETTER KRA,,2,1.1
313,313,LATIN CAPITAL LETTER L WITH ACUTE,LATIN CAPITAL LETTER L ACUTE,2,1.1
314,314,LATIN SMALL LETTER L WITH ACUTE,LATIN SMALL LETTER L ACUTE,2,1.1
315,315,LATIN CAPITAL LETTER L WITH CEDILLA,LATIN CAPITAL LETTER L CEDILLA,2,1.1
316,316,LATIN SMALL LETTER L WITH CEDILLA,LATIN SMALL LETTER L CEDILLA,2,1.1
317,317,LATIN CAPITAL LETTER L WITH CARON,LATIN CAPITAL LETTER L HACEK,2,1.1
318,318,LATIN SMALL LETTER L WITH CARON,LATIN SMALL LETTER L HACEK,2,1.1
319,319,LATIN CAPITAL LETTER L WITH MIDDLE DOT,,2,1.1
320,320,LATIN SMALL LETTER L WITH MIDDLE DOT,,2,1.1
321,321,LATIN CAPITAL LETTER L WITH STROKE,LATIN CAPITAL LETTER L SLASH,2,1.1
322,322,LATIN SMALL LETTER L WITH STROKE,LATIN SMALL LETTER L SLASH,2,1.1
323,323,LATIN CAPITAL LETTER N WITH ACUTE,LATIN CAPITAL LETTER N ACUTE,2,1.1
